авангард1|"передовая часть"|vanguard/avant-guarde
сухой1|"безводный/худой"|dry/lean
сухой2|"сдержанный/бесстрастный"|chilly
сучки1|"сучья"|twigs
сучки2|"суки"|bitches
сушка1|"высушивание"|drying
сушка2|"сушечка"|dry cracker
сушка3|"самолет СУ"|Sukhoi aircraft
сушка4|"сбрасывание мышц"|muscle shedding
существо1|"суть"|essence
существо2|живое|creature
сфера1|"шар"|sphere
сфера2|"область"|area/zone
схватить1|"уцепить"|to grasp
схватить2|"понять"|to comprehend
схватка1|"столкновение"|fight
схватка2|"боль"|spasm
схватки1|"столкновения"|fights
схватки2|"боли"|spasms
схватывать1|"подцеплять"|to grasp
схватывать2|"понимать"|to comprehend
схема1|"план/структура/диаграмма"|plan/structure/diagram
схема2|электро/радио|circuit
схемы1|"планы/структуры/диаграммы"|plans/structures/diagrams
схемы2|электро/радио|circuits
сход1|вниз|descent
сход2|"сходка"|gathering
сходить1|с лестницы/транспорта|to alight/come down
сходить2|в магазин|to go to fetch
сходный1|"похожий"|similar
сходный2|"подходящий"|reasonable
сходы1|вниз|descents
сходы2|"сходки"|gatherings
сцена1|напр.актерская|stage
сцена2|"эпизод"|scene
счет1|"документ"|account/bill
счет2|"действие"|accounting/reckoning
счет3|в спорте|score
счетный1|"перечислимый"|denumerable
счетный2|"аудиторский/вычислительный"|accounting/computing
счетчик1|"устройство"|techn.counter
счетчик2|"человек"|human counter
